Time,X,Y,Z,Temp
1055311,0.01119,0.94523,-0.32192,31.19
1055312,0.01083,0.94476,-0.32110,31.19
1055313,0.01064,0.94621,-0.32209,31.19
1055314,0.01207,0.94713,-0.32220,31.19
1055315,0.01145,0.94599,-0.32330,31.19
1055317,0.01110,0.94638,-0.32114,31.19
1055318,0.01151,0.94640,-0.32202,31.19
1055319,0.01208,0.94503,-0.32189,31.19
1055320,0.01227,0.94611,-0.32103,31.19
1055321,0.01229,0.94544,-0.32199,31.19
1055323,0.01257,0.94520,-0.32226,31.19
1055324,0.01172,0.94645,-0.32288,31.19
1055325,0.01189,0.94599,-0.32239,31.19
1055326,0.01140,0.94674,-0.32172,31.19
1055327,0.01143,0.94636,-0.32179,31.19
1055328,0.01162,0.94518,-0.32212,31.30
1055330,0.01094,0.94649,-0.32218,31.30
1055331,0.01205,0.94561,-0.32306,31.30
1055332,0.01038,0.94397,-0.32216,31.30
1055333,0.01016,0.94487,-0.32235,31.30
1055334,0.01152,0.94346,-0.32421,31.30
1055336,0.01139,0.94398,-0.32261,31.30
1055337,0.00983,0.94368,-0.32201,31.30
1055338,0.01104,0.94321,-0.32216,31.30
1055339,0.01014,0.94383,-0.32079,31.30
1055340,0.00991,0.94438,-0.32198,31.30
1055342,0.01097,0.94566,-0.32124,31.30
1055345,0.01204,0.94678,-0.32407,31.19
1055386,0.00773,0.93240,-0.31608,31.30
1055387,0.00858,0.93283,-0.31774,31.30
1055388,0.01062,0.93577,-0.32042,31.30
1055390,0.01073,0.94094,-0.32546,31.30
1055391,0.01040,0.94583,-0.32737,31.30
1055392,0.00844,0.94808,-0.32918,31.30
1055393,0.00590,0.95063,-0.32789,31.30
1055394,0.00721,0.95054,-0.32614,31.30
1055395,0.00724,0.94967,-0.32302,31.30
1055397,0.00972,0.94841,-0.32032,31.30
1055398,0.01206,0.94794,-0.31950,31.30
1055399,0.01610,0.94523,-0.31894,31.30
1055401,0.01740,0.94258,-0.32331,31.19
1055402,0.01543,0.94086,-0.32315,31.19
1055403,0.01279,0.94087,-0.32184,31.19
1055405,0.01190,0.94028,-0.32025,31.19
1055406,0.00778,0.93995,-0.31853,31.19
1055407,0.00653,0.93857,-0.31840,31.19
1055408,0.00760,0.93840,-0.31872,31.19
1055409,0.00607,0.94044,-0.32000,31.19
1055410,0.00886,0.94340,-0.32157,31.19
1055412,0.01087,0.94434,-0.32523,31.19
1055413,0.00955,0.94773,-0.32533,31.19
1055414,0.01056,0.94825,-0.32625,31.19
1055415,0.00849,0.94815,-0.32407,31.19
1055416,0.00895,0.94735,-0.32326,31.19
1055417,0.00901,0.94637,-0.32121,31.19
1055419,0.01023,0.94695,-0.31856,31.19
1055420,0.01334,0.94572,-0.32105,31.19
1055421,0.01392,0.94614,-0.32030,31.19
1055422,0.01602,0.94745,-0.32019,31.19
1055423,0.01665,0.94637,-0.32324,31.19
1055425,0.01455,0.94888,-0.32388,31.19
1055426,0.01273,0.94797,-0.32262,31.19
1055427,0.01232,0.94685,-0.32369,31.19
1055428,0.00892,0.94768,-0.32267,31.19
1055431,0.00679,0.94522,-0.32343,31.19
1055432,0.00620,0.94531,-0.32295,31.19
1055434,0.00669,0.94348,-0.32326,31.52
1055435,0.00807,0.94359,-0.32408,31.52
1055437,0.01163,0.93862,-0.32143,31.52
1055438,0.01131,0.93593,-0.31947,31.52
1055440,0.01333,0.93545,-0.31831,31.52
1055441,0.01370,0.93400,-0.32112,31.19
1055442,0.01299,0.93570,-0.32010,31.19
1055443,0.01129,0.93687,-0.32157,31.19
1055444,0.01124,0.93932,-0.32198,31.19
1055446,0.00905,0.94411,-0.32324,31.19
1055447,0.00938,0.94777,-0.32277,31.19
1055448,0.01073,0.95071,-0.32213,31.19
1055449,0.01036,0.95183,-0.32179,31.19
1055450,0.01154,0.95194,-0.32348,31.19
1055452,0.01301,0.95259,-0.32484,31.19
1055453,0.01200,0.95234,-0.32563,31.19
1055454,0.01198,0.95006,-0.32522,31.19
1055455,0.01136,0.94732,-0.32382,31.19
1055456,0.01043,0.94538,-0.32045,31.19
1055458,0.00960,0.94236,-0.31973,31.19
1055459,0.00911,0.93987,-0.31845,31.19
1055460,0.01064,0.93847,-0.32032,31.19
1055461,0.01129,0.93809,-0.31927,31.19
1055462,0.01193,0.94020,-0.32353,31.19
1055464,0.01261,0.94074,-0.32179,31.19
1055465,0.01243,0.94281,-0.32285,31.19
1055466,0.01205,0.94337,-0.32283,31.19
1055467,0.01135,0.94406,-0.32210,31.19
1055469,0.01045,0.94514,-0.32141,31.19
1055470,0.01023,0.94486,-0.32205,31.19
1055471,0.01076,0.94505,-0.32188,31.19
1055472,0.01174,0.94521,-0.32143,31.19
1055474,0.01200,0.94378,-0.32179,31.19
1055475,0.01137,0.94408,-0.32119,31.19
1055477,0.01208,0.94276,-0.32175,31.19
1055480,0.01128,0.94263,-0.32158,31.19
1055489,0.00992,0.94393,-0.32284,31.30
1055491,0.01010,0.94351,-0.32193,31.30
1055492,0.01099,0.94359,-0.32251,31.30
1055493,0.01103,0.94396,-0.32235,31.30
1055494,0.01038,0.94257,-0.32140,31.30
1055496,0.01013,0.94216,-0.32201,31.30
1055497,0.01062,0.94234,-0.32248,31.19
1055498,0.01012,0.94333,-0.32297,31.19
1055499,0.00976,0.94415,-0.32347,31.19
1055501,0.01040,0.94548,-0.32400,31.19
1055502,0.00929,0.94524,-0.32375,31.19
1055503,0.00937,0.94554,-0.32329,31.19
1055504,0.01035,0.94560,-0.32226,31.19
1055506,0.01099,0.94565,-0.32161,31.30
1055507,0.01241,0.94544,-0.32297,31.30
1055508,0.01131,0.94424,-0.32186,31.30
1055509,0.01276,0.94456,-0.32284,31.30
1055510,0.01260,0.94370,-0.32301,31.30
1055512,0.00994,0.94413,-0.32276,31.30
1055513,0.00961,0.94231,-0.32227,31.19
1055514,0.00975,0.94201,-0.32190,31.19
1055515,0.00986,0.94127,-0.32177,31.19
1055516,0.00990,0.94157,-0.32009,31.19
1055517,0.00875,0.94088,-0.32059,31.19
1055519,0.01054,0.94183,-0.32123,31.19
1055520,0.01140,0.94339,-0.32085,31.19
1055521,0.01161,0.94394,-0.32278,31.19
1055522,0.01264,0.94368,-0.32265,31.19
1055523,0.01130,0.94415,-0.32292,31.19
1055524,0.01092,0.94430,-0.32130,31.19
1055526,0.01056,0.94418,-0.32012,31.19
1055527,0.01067,0.94465,-0.32021,31.19
1055528,0.01080,0.94545,-0.32098,31.19
1055529,0.01318,0.94708,-0.32136,31.30
1055530,0.01255,0.94786,-0.32187,31.30
1055532,0.01287,0.94885,-0.32307,31.30
1055534,0.01250,0.94911,-0.32308,31.30
1055537,0.01124,0.94809,-0.32195,31.30
1055538,0.01168,0.94798,-0.32188,31.30
1055542,0.01044,0.94564,-0.32430,31.30
1055543,0.01007,0.94502,-0.32323,31.30
1055545,0.00921,0.94467,-0.32308,31.30
1055546,0.00939,0.94441,-0.32294,31.19
1055547,0.01117,0.94483,-0.32293,31.19
1055548,0.01028,0.94323,-0.32279,31.19
1055549,0.00927,0.94283,-0.32271,31.19
1055550,0.01040,0.94262,-0.32225,31.19
1055552,0.00982,0.94195,-0.32192,31.19
1055553,0.01065,0.94126,-0.32098,31.19
1055554,0.01148,0.94000,-0.32107,31.19
1055555,0.01059,0.94176,-0.32226,31.19
1055556,0.01069,0.94062,-0.32200,31.19
1055557,0.01159,0.94173,-0.32373,31.19
1055559,0.00959,0.94225,-0.32268,31.19
1055560,0.00823,0.94181,-0.32207,31.19
1055561,0.00950,0.94281,-0.32048,31.30
1055562,0.01041,0.94191,-0.32165,31.30
1055563,0.01084,0.94264,-0.32055,31.30
1055565,0.01032,0.94339,-0.32203,31.30
1055566,0.01000,0.94277,-0.32207,31.30
1055567,0.01148,0.94200,-0.32136,31.30
1055568,0.01115,0.94161,-0.32184,31.30
1055569,0.01041,0.94243,-0.32062,31.19
1055570,0.01269,0.94109,-0.32056,31.19
1055572,0.00890,0.94051,-0.32102,31.19
1055573,0.01340,0.94134,-0.32102,31.19
1055574,0.01022,0.94105,-0.32164,31.19
1055575,0.00981,0.94197,-0.32051,31.19
1055576,0.01441,0.94287,-0.32085,31.19
1055578,0.01072,0.94241,-0.31909,31.30
1055579,0.01358,0.94235,-0.31935,31.30
1055580,0.01519,0.94245,-0.32171,31.30
1055581,0.00738,0.94361,-0.32153,31.30
1055582,0.01512,0.94605,-0.32114,31.30
1055584,0.01114,0.93979,-0.32425,31.30
1055586,0.01952,0.94263,-0.32253,31.19
1055588,0.01440,0.93976,-0.32709,31.19
1055590,0.01564,0.94136,-0.32439,31.19
1055591,0.01075,0.94688,-0.32179,31.19
1055592,0.01564,0.94125,-0.32756,31.19
1055594,0.00540,0.94738,-0.32044,31.19
1055595,0.01026,0.94486,-0.32205,31.19
1055596,0.00431,0.94385,-0.32395,31.19
1055597,0.00734,0.94971,-0.31818,31.19
1055598,0.01279,0.93749,-0.32924,31.19
1055600,0.01065,0.94340,-0.32365,31.19
1055601,0.00453,0.94161,-0.32741,31.19
1055602,0.00924,0.94323,-0.32390,30.97
1055603,0.00004,0.93949,-0.32372,30.97
1055604,0.01161,0.94259,-0.31914,30.97
1055606,0.02093,0.94046,-0.32049,30.97
1055607,0.00644,0.94329,-0.31449,30.97
1055608,0.00248,0.94480,-0.31593,30.97
1055609,0.00741,0.94355,-0.32072,31.19
1055610,0.01838,0.94429,-0.31798,31.19
1055612,0.01925,0.94308,-0.31828,31.19
1055613,0.01087,0.94305,-0.31801,31.19
1055614,0.01160,0.94823,-0.31635,31.19
1055615,0.01030,0.94639,-0.31963,31.19
1055616,0.01746,0.94782,-0.32113,31.19
1055618,0.01206,0.95359,-0.31998,31.08
1055619,0.02039,0.95097,-0.32436,31.08
1055620,0.00592,0.95000,-0.33129,31.08
1055621,0.01365,0.95101,-0.33135,31.08
1055622,0.00739,0.95164,-0.32846,31.08
1055624,0.00326,0.94929,-0.32970,31.08
1055625,0.00814,0.94875,-0.32262,31.08
1055626,-0.00334,0.94563,-0.32111,31.19
1055627,0.01080,0.94332,-0.32296,31.19
1055628,0.01475,0.93631,-0.32452,31.19
1055629,0.00399,0.93983,-0.32070,31.19
1055631,0.00581,0.94036,-0.32293,31.19
1055634,0.01634,0.94173,-0.32186,31.30
1055667,0.00522,0.94326,-0.32376,31.19
1055668,0.00688,0.94174,-0.32361,31.19
1055669,0.00893,0.94076,-0.32235,31.19
1055670,0.00779,0.94055,-0.32039,31.19
1055672,0.01006,0.94036,-0.31953,31.19
1055673,0.01246,0.94072,-0.32116,31.19
1055674,0.01265,0.94093,-0.31866,31.19
1055675,0.01315,0.94172,-0.32058,31.19
1055676,0.01419,0.94191,-0.32138,31.19
1055678,0.01287,0.94428,-0.32055,31.19
1055679,0.01366,0.94502,-0.32079,31.19
1055680,0.01141,0.94516,-0.32133,31.19
1055681,0.01079,0.94612,-0.32131,31.19
1055682,0.00954,0.94525,-0.32211,31.19
1055684,0.00940,0.94497,-0.32197,31.19
1055685,0.01023,0.94465,-0.32058,31.19
1055686,0.00955,0.94560,-0.32124,31.19
1055687,0.00873,0.94634,-0.32212,31.19
1055688,0.01137,0.94485,-0.32467,31.19
1055689,0.01055,0.94478,-0.32255,31.19
1055691,0.01033,0.94495,-0.32152,31.19
1055692,0.01203,0.94489,-0.32204,31.19
1055693,0.01194,0.94444,-0.32037,31.19
1055694,0.01230,0.94487,-0.32093,31.19
1055695,0.01387,0.94568,-0.32097,31.19
1055696,0.01279,0.94686,-0.32101,31.19
1055698,0.01335,0.94614,-0.32265,31.19
1055699,0.01308,0.94712,-0.32304,31.19
1055700,0.01152,0.94701,-0.32272,31.19
1055701,0.01180,0.94774,-0.32370,31.19
1055702,0.01122,0.94633,-0.32178,31.19
1055704,0.00938,0.94624,-0.32260,31.19
1055705,0.01116,0.94528,-0.32265,31.19
1055706,0.00841,0.94388,-0.32256,31.30
1055707,0.00979,0.94519,-0.32192,31.30
1055708,0.01018,0.94416,-0.32367,31.30
1055711,0.01108,0.94337,-0.32487,31.30
1055712,0.01225,0.94258,-0.32449,31.30
1055714,0.01149,0.94236,-0.32381,31.41
1055715,0.00974,0.94311,-0.32239,31.41
1055716,0.01108,0.94268,-0.32237,31.41
1055718,0.01217,0.94219,-0.32232,31.41
1055721,0.00890,0.94153,-0.32334,31.19
1055723,0.01043,0.94184,-0.32278,31.19
1055724,0.00895,0.94068,-0.32258,31.19
1055725,0.00985,0.94304,-0.32102,31.19
1055726,0.00883,0.94277,-0.32245,31.19
1055727,0.01113,0.94297,-0.32264,31.19
1055728,0.00979,0.94319,-0.32274,31.19
1055730,0.00989,0.94335,-0.32274,31.19
1055731,0.01181,0.94385,-0.32173,31.19
1055732,0.01039,0.94371,-0.32139,31.19
1055733,0.01205,0.94397,-0.32235,31.19
1055734,0.01120,0.94442,-0.32177,31.19
1055735,0.01152,0.94350,-0.32227,31.19
1055737,0.01193,0.94206,-0.32187,31.19
1055738,0.01111,0.94427,-0.31977,31.08
1055739,0.01280,0.94323,-0.32115,31.08
1055740,0.01112,0.94221,-0.32198,31.08
1055741,0.00965,0.94318,-0.32065,31.08
1055743,0.01145,0.94194,-0.32466,31.08
1055744,0.01028,0.94397,-0.32138,31.08
1055745,0.01117,0.94305,-0.32168,31.08
1055746,0.01053,0.94497,-0.32242,31.19
1055747,0.01182,0.94506,-0.32156,31.19
1055748,0.01271,0.94495,-0.32305,31.19
1055750,0.01181,0.94504,-0.32087,31.19
1055751,0.01206,0.94437,-0.32255,31.19
1055752,0.01134,0.94465,-0.32203,31.19
1055753,0.01205,0.94475,-0.32217,31.19
1055754,0.01146,0.94530,-0.32064,31.41
1055755,0.01254,0.94483,-0.32113,31.41
1055757,0.01151,0.94561,-0.32074,31.41
1055758,0.01164,0.94550,-0.32306,31.41
1055759,0.01187,0.94419,-0.32304,31.41
1055761,0.01124,0.94543,-0.32377,31.41
1055762,0.01028,0.94599,-0.32228,31.30
1055763,0.00903,0.94532,-0.32294,31.30
1055766,0.00837,0.94472,-0.32430,31.30
1055767,0.01036,0.94368,-0.32400,31.30
1055768,0.00974,0.94355,-0.32287,31.30
1055770,0.01141,0.94420,-0.32166,31.19
1055771,0.01101,0.94201,-0.32279,31.19
1055772,0.00941,0.94307,-0.32258,31.19
1055773,0.01114,0.94190,-0.32327,31.19
1055775,0.01024,0.94153,-0.32168,31.19
1055776,0.00977,0.94007,-0.32236,31.19
1055778,0.01070,0.94112,-0.32172,31.30
1055780,0.01127,0.94134,-0.32247,31.30
1055782,0.01147,0.94253,-0.32212,31.30
1055783,0.01153,0.94192,-0.32355,31.30
1055784,0.01304,0.94280,-0.32373,31.30
1055785,0.01011,0.94213,-0.32255,31.30
1055786,0.01034,0.94323,-0.32088,31.30
1055788,0.00993,0.94163,-0.32169,31.30
1055789,0.00831,0.94400,-0.32081,31.30
1055790,0.01096,0.94363,-0.32204,31.30
1055791,0.01120,0.94486,-0.32167,31.30
1055792,0.01143,0.94392,-0.32153,31.30
1055794,0.01323,0.94392,-0.32172,31.19
1055795,0.01216,0.94515,-0.32312,31.19
1055796,0.01143,0.94562,-0.32319,31.19
1055797,0.01180,0.94465,-0.32425,31.19
1055798,0.01038,0.94532,-0.32101,31.19
1055800,0.00943,0.94503,-0.32230,31.19
1055801,0.01087,0.94470,-0.32062,31.19
1055802,0.01108,0.94399,-0.32116,31.19
1055803,0.01213,0.94523,-0.32055,31.19
1055804,0.01135,0.94326,-0.32241,31.19
1055806,0.01227,0.94359,-0.32202,31.19
1055807,0.01300,0.94328,-0.32337,31.19
1055808,0.01099,0.94462,-0.32301,31.19
1055809,0.01010,0.94460,-0.32081,31.19
1055810,0.01016,0.94435,-0.32232,31.19
1055812,0.00794,0.94392,-0.32019,31.19
1055815,0.00976,0.94502,-0.32102,31.19
1057196,0.01118,0.94436,-0.32289,31.30
1057197,0.01251,0.94442,-0.32325,31.19
1057198,0.01131,0.94449,-0.32150,31.19
1057200,0.01275,0.94431,-0.32266,31.19
1057201,0.01172,0.94365,-0.32216,31.19
1057202,0.01172,0.94376,-0.32219,31.19
1057203,0.01082,0.94349,-0.32286,31.19
1057204,0.01113,0.94340,-0.32219,31.19
1057205,0.01074,0.94378,-0.32287,31.30
1057207,0.01081,0.94402,-0.32304,31.30
1057208,0.01090,0.94433,-0.32104,31.30
1057209,0.01072,0.94402,-0.32247,31.30
1057210,0.01002,0.94372,-0.32231,31.30
1057211,0.01148,0.94496,-0.32217,31.30
1057213,0.01108,0.94409,-0.32242,31.30
1057215,0.01166,0.94442,-0.32252,31.30
1057216,0.01070,0.94412,-0.32176,31.30
1057218,0.01068,0.94400,-0.32135,31.30
1057219,0.01050,0.94350,-0.32214,31.30
1057220,0.01138,0.94346,-0.32201,31.30
1057221,0.01138,0.94340,-0.32281,31.08
1057223,0.01118,0.94357,-0.32216,31.08
1057224,0.01145,0.94376,-0.32253,31.08
1057225,0.01034,0.94365,-0.32244,31.08
1057226,0.01062,0.94369,-0.32218,31.08
1057227,0.01068,0.94328,-0.32164,31.08
1057228,0.01085,0.94283,-0.32215,31.08
1057230,0.01056,0.94348,-0.32223,31.19
1057231,0.01094,0.94348,-0.32162,31.19
1057232,0.01156,0.94335,-0.32160,31.19
1057233,0.01119,0.94326,-0.32271,31.19
1057234,0.01095,0.94360,-0.32112,31.19
1057236,0.01085,0.94298,-0.32210,31.19
1057237,0.01126,0.94369,-0.32159,31.19
1057238,0.01107,0.94350,-0.32238,31.08
1057239,0.01115,0.94368,-0.32182,31.08
1057242,0.01078,0.94379,-0.32249,31.08
1057243,0.01162,0.94461,-0.32288,31.08
1057245,0.01177,0.94441,-0.32284,31.08
1057246,0.01150,0.94414,-0.32282,31.08
1057247,0.01207,0.94451,-0.32215,31.08
1057248,0.01098,0.94414,-0.32164,31.08
1057250,0.01137,0.94443,-0.32135,31.08
1057251,0.01057,0.94495,-0.32234,31.08
1057252,0.01146,0.94325,-0.32269,31.08
1057253,0.01102,0.94396,-0.32307,31.08
1057254,0.01043,0.94535,-0.32290,31.08
1057255,0.01145,0.94466,-0.32296,31.08
1057257,0.01064,0.94472,-0.32272,31.08
1057258,0.01026,0.94434,-0.32280,31.08
1057259,0.01042,0.94431,-0.32294,31.08
1057260,0.01050,0.94460,-0.32170,31.08
1057261,0.01069,0.94352,-0.32193,31.19
1057263,0.01082,0.94344,-0.32290,31.19
1057264,0.01134,0.94392,-0.32203,31.19
1057266,0.01055,0.94422,-0.32262,31.19
1057267,0.01053,0.94375,-0.32280,31.19
1057268,0.01088,0.94501,-0.32240,31.19
1057269,0.01037,0.94423,-0.32220,31.19
1057271,0.01042,0.94497,-0.32274,31.19
1057272,0.01072,0.94419,-0.32202,31.19
1057273,0.01065,0.94497,-0.32142,31.19
1057274,0.01074,0.94459,-0.32108,31.19
1057275,0.01111,0.94387,-0.32198,31.19
1057277,0.01103,0.94329,-0.32187,31.19
1057278,0.01107,0.94324,-0.32261,31.30
1057279,0.01092,0.94340,-0.32370,31.30
1057280,0.01115,0.94322,-0.32300,31.30
1057282,0.01117,0.94255,-0.32229,31.30
1057283,0.01073,0.94369,-0.32199,31.30
1057284,0.01108,0.94341,-0.32284,31.30
1057285,0.01037,0.94353,-0.32179,31.19
1057286,0.01183,0.94315,-0.32209,31.19
1057289,0.01061,0.94444,-0.32198,31.19
1057329,0.01053,0.94304,-0.32094,31.19
1057331,0.01169,0.94249,-0.32024,31.19
1057332,0.01098,0.94312,-0.32189,31.19
1057333,0.01175,0.94304,-0.32223,31.19
1057334,0.01137,0.94385,-0.32237,31.19
1057338,0.01078,0.94336,-0.32202,31.19
1057339,0.01184,0.94365,-0.32128,31.19
1057340,0.01117,0.94389,-0.32206,31.19
1057341,0.01166,0.94322,-0.32186,31.30
1057343,0.01117,0.94429,-0.32221,31.30
1057344,0.01064,0.94511,-0.32198,31.30
1057345,0.01046,0.94432,-0.32210,31.30
1057346,0.01059,0.94447,-0.32216,31.30
1057347,0.01104,0.94387,-0.32195,31.30
1057349,0.00991,0.94438,-0.32293,31.30
1057350,0.01150,0.94464,-0.32059,31.19
1057351,0.01184,0.94397,-0.32142,31.19
1057352,0.01108,0.94370,-0.32291,31.19
1057353,0.01078,0.94376,-0.32259,31.19
1057355,0.01095,0.94384,-0.32279,31.19
1057356,0.01123,0.94434,-0.32179,31.19
1057357,0.00941,0.94431,-0.32266,31.19
1057358,0.00960,0.94378,-0.32232,31.30
1057359,0.00976,0.94474,-0.32114,31.30
1057361,0.01099,0.94377,-0.32220,31.30
1057362,0.01096,0.94374,-0.32160,31.30
1057363,0.01190,0.94415,-0.32159,31.30
1057364,0.01141,0.94406,-0.32079,31.30
1057365,0.01182,0.94293,-0.32230,31.19
1057366,0.01058,0.94233,-0.32325,31.19
1057368,0.01105,0.94293,-0.32281,31.19
1057369,0.01088,0.94211,-0.32159,31.19
1057370,0.01071,0.94178,-0.32174,31.19
1057371,0.01083,0.94309,-0.32184,31.19
1057372,0.01083,0.94296,-0.32097,31.19
1057374,0.01126,0.94373,-0.32189,31.08
1057376,0.01081,0.94395,-0.32366,31.08
1057488,0.01073,0.94426,-0.32284,31.19
1057489,0.01010,0.94407,-0.32224,31.19
1057490,0.00955,0.94351,-0.32163,31.19
1057492,0.01145,0.94351,-0.32111,31.19
1057493,0.01106,0.94400,-0.32147,31.19
1057494,0.01110,0.94378,-0.32072,31.19
1057495,0.01110,0.94357,-0.32255,31.19
1057497,0.01156,0.94341,-0.32113,31.19
1057498,0.01148,0.94279,-0.32288,31.19
1057499,0.01051,0.94252,-0.32256,31.19
1057500,0.01106,0.94220,-0.32239,31.19
1057501,0.00909,0.94311,-0.32180,31.19
1057504,0.01070,0.94319,-0.32094,31.19
1057505,0.01039,0.94208,-0.32123,31.19
1057506,0.01124,0.94268,-0.32102,31.19
1057507,0.01097,0.94358,-0.32097,31.19
1057508,0.01100,0.94291,-0.32153,31.19
1057510,0.01048,0.94249,-0.32187,31.08
1057511,0.01140,0.94400,-0.32196,31.08
1057512,0.01014,0.94342,-0.32168,31.08
1057513,0.01053,0.94497,-0.32161,31.08
1057514,0.01096,0.94424,-0.32191,31.08
1057515,0.01096,0.94408,-0.32160,31.08
1057517,0.01104,0.94467,-0.32107,31.08
1057518,0.01122,0.94358,-0.32300,31.19
1057519,0.01113,0.94404,-0.32157,31.19
1057520,0.01109,0.94506,-0.32235,31.19
1057521,0.01107,0.94403,-0.32168,31.19
1057523,0.01016,0.94439,-0.32302,31.19
1057524,0.01072,0.94409,-0.32334,31.19
1057525,0.01100,0.94525,-0.32234,31.19
1057526,0.00975,0.94406,-0.32214,31.30
1057528,0.01060,0.94465,-0.32251,31.30
1057529,0.01044,0.94413,-0.32319,31.30
1057530,0.01101,0.94437,-0.32127,31.30
1057531,0.01101,0.94412,-0.32209,31.30
1057534,0.01101,0.94468,-0.32301,31.19
1057535,0.01081,0.94444,-0.32335,31.19
1057536,0.01117,0.94375,-0.32217,31.19
1057538,0.01161,0.94414,-0.32222,31.19
1057539,0.01031,0.94382,-0.32135,31.19
1057541,0.01066,0.94366,-0.32250,31.19
1057542,0.01073,0.94423,-0.32352,31.19
1057543,0.01097,0.94478,-0.32366,31.19
1057544,0.01097,0.94502,-0.32345,31.19
1057545,0.00980,0.94481,-0.32237,31.19
1057547,0.01010,0.94452,-0.32227,31.19
1057552,0.01204,0.94381,-0.32214,31.08
1057554,0.01051,0.94304,-0.32221,31.08
1057555,0.01115,0.94298,-0.32393,31.08
1057557,0.01083,0.94448,-0.32221,31.08
1057558,0.01105,0.94301,-0.32161,31.19
1057559,0.01048,0.94327,-0.32138,31.19
1057560,0.01144,0.94369,-0.32200,31.19
1057561,0.01014,0.94506,-0.32205,31.19
1057563,0.01104,0.94457,-0.32220,31.19
1057564,0.01078,0.94448,-0.32316,31.19
1057565,0.01093,0.94467,-0.32303,31.19
1057566,0.00976,0.94435,-0.32366,31.30
1057568,0.01037,0.94430,-0.32240,31.30
1057569,0.01029,0.94525,-0.32267,31.30
1057570,0.01027,0.94410,-0.32205,31.30
1057571,0.01090,0.94426,-0.32256,31.30
1057572,0.01099,0.94354,-0.32258,31.30
1057573,0.01165,0.94373,-0.32171,31.30
1057575,0.01198,0.94396,-0.32296,31.30
1057576,0.01132,0.94352,-0.32303,31.30
1057577,0.01078,0.94398,-0.32331,31.30
1057578,0.01076,0.94354,-0.32281,31.30
1057580,0.01115,0.94440,-0.32154,31.30
1057581,0.01041,0.94394,-0.32244,31.30
1057582,0.01050,0.94355,-0.32260,31.19
1057583,0.01083,0.94363,-0.32244,31.19
1057586,0.01009,0.94353,-0.32160,31.19
1057611,0.01146,0.94491,-0.32276,31.19
1057613,0.01114,0.94507,-0.32235,31.19
1057614,0.01152,0.94411,-0.32208,31.19
1057615,0.01111,0.94305,-0.32203,31.19
1057616,0.00986,0.94341,-0.32279,31.19
1057617,0.01140,0.94383,-0.32165,31.19
1057619,0.01121,0.94378,-0.32335,31.19
1057620,0.01081,0.94399,-0.32273,31.19
1057621,0.01050,0.94391,-0.32304,31.19
1057622,0.01102,0.94459,-0.32292,31.19
1057623,0.00959,0.94431,-0.32289,31.19
1057625,0.00958,0.94430,-0.32272,31.19
1057626,0.01112,0.94523,-0.32234,31.19
1057627,0.01144,0.94397,-0.32161,31.19
1057628,0.01142,0.94359,-0.32241,31.19
1057630,0.01129,0.94409,-0.32194,31.19
