Time,X,Y,Z,Temp
1057631,0.01193,0.94355,-0.32268,31.30
1057632,0.01238,0.94405,-0.32221,31.30
1057633,0.01143,0.94392,-0.32352,31.30
1057634,0.01115,0.94434,-0.32245,31.30
1057636,0.01214,0.94308,-0.32241,31.30
1057637,0.01078,0.94336,-0.32100,31.30
1057638,0.01039,0.94371,-0.32183,31.19
1057639,0.01099,0.94346,-0.32219,31.19
1057641,0.01134,0.94392,-0.32275,31.19
1057642,0.01161,0.94328,-0.32161,31.19
1057643,0.01112,0.94406,-0.32220,31.19
1057644,0.01138,0.94433,-0.32177,31.19
1057645,0.01144,0.94437,-0.32261,31.19
1057646,0.01026,0.94388,-0.32249,31.19
1057648,0.01071,0.94361,-0.32086,31.19
1057649,0.01044,0.94409,-0.32193,31.19
1057650,0.01074,0.94297,-0.32180,31.19
1057651,0.01046,0.94410,-0.32123,31.19
1057652,0.01036,0.94462,-0.32251,31.19
1057654,0.01057,0.94495,-0.32187,31.19
1057656,0.01080,0.94586,-0.32198,31.19
1057740,0.01099,0.94378,-0.32299,31.19
1057741,0.01104,0.94369,-0.32322,31.19
1057742,0.01138,0.94385,-0.32274,31.19
1057743,0.01034,0.94461,-0.32174,31.19
1057744,0.01073,0.94428,-0.32267,31.19
1057746,0.01045,0.94430,-0.32266,31.19
1057747,0.01102,0.94476,-0.32238,31.19
1057748,0.01133,0.94420,-0.32107,31.19
1057749,0.01129,0.94391,-0.32115,31.19
1057751,0.01159,0.94482,-0.32331,31.30
1057752,0.01158,0.94404,-0.32355,31.30
1057753,0.01152,0.94374,-0.32283,31.30
1057754,0.01113,0.94376,-0.32365,31.30
1057755,0.01128,0.94405,-0.32244,31.30
1057756,0.01093,0.94398,-0.32292,31.30
1057758,0.01084,0.94375,-0.32220,31.30
1057759,0.01150,0.94314,-0.32072,31.30
1057760,0.01228,0.94332,-0.32264,31.30
1057761,0.01188,0.94376,-0.32187,31.30
1057762,0.01176,0.94433,-0.32186,31.30
1057764,0.01110,0.94388,-0.32356,31.30
1057765,0.01178,0.94415,-0.32294,31.30
1057766,0.01061,0.94498,-0.32278,31.19
1057767,0.01096,0.94403,-0.32187,31.19
1057769,0.01083,0.94408,-0.32194,31.19
1057770,0.01117,0.94407,-0.32126,31.19
1057771,0.01135,0.94337,-0.32212,31.19
1057772,0.01155,0.94398,-0.32226,31.19
1057773,0.01103,0.94417,-0.32248,31.19
1057774,0.01168,0.94319,-0.32219,31.19
1057776,0.01069,0.94451,-0.32187,31.19
1057777,0.01079,0.94308,-0.32297,31.19
1057778,0.01189,0.94395,-0.32292,31.19
1057779,0.01024,0.94406,-0.32100,31.19
1057780,0.01023,0.94348,-0.32172,31.19
1057781,0.01140,0.94270,-0.32234,31.19
1057784,0.01105,0.94228,-0.32182,31.19
1057786,0.01022,0.94230,-0.32108,31.19
1057787,0.01016,0.94377,-0.32300,31.19
1057788,0.01089,0.94304,-0.32186,31.19
1057789,0.01020,0.94354,-0.32141,31.19
1057791,0.01047,0.94400,-0.32256,31.19
1057792,0.01092,0.94361,-0.32164,31.19
1057793,0.01085,0.94425,-0.32189,31.19
1057794,0.01122,0.94391,-0.32168,31.19
1057795,0.01128,0.94378,-0.32244,31.19
1057796,0.01211,0.94408,-0.32233,31.19
1057798,0.01120,0.94400,-0.32226,31.19
1057802,0.01041,0.94457,-0.32104,31.19
1057803,0.01154,0.94440,-0.32118,31.19
1057805,0.01163,0.94479,-0.32170,31.19
1057806,0.01184,0.94478,-0.32216,31.19
1057807,0.01081,0.94393,-0.32163,31.19
1057808,0.01189,0.94441,-0.32264,31.19
1057810,0.01020,0.94382,-0.32224,31.19
1057811,0.01046,0.94440,-0.32191,31.19
1057812,0.01111,0.94351,-0.32235,31.19
1057813,0.01059,0.94351,-0.32228,31.19
1057814,0.01124,0.94397,-0.32246,31.08
1057816,0.01164,0.94294,-0.32324,31.08
1057817,0.01089,0.94357,-0.32272,31.08
1057818,0.01072,0.94290,-0.32200,31.08
1057819,0.01113,0.94376,-0.32218,31.08
1057821,0.01076,0.94349,-0.32221,31.08
1057822,0.01064,0.94324,-0.32106,31.08
1057823,0.01136,0.94373,-0.32194,31.30
1057824,0.01081,0.94419,-0.32089,31.30
1057825,0.01136,0.94324,-0.32195,31.30
1057826,0.01046,0.94329,-0.32258,31.30
1057829,0.01119,0.94414,-0.32332,31.30
1057831,0.01023,0.94535,-0.32320,31.41
1057832,0.01126,0.94543,-0.32274,31.41
1057833,0.01033,0.94560,-0.32175,31.41
1057834,0.01151,0.94553,-0.32198,31.41
1057836,0.01087,0.94547,-0.32175,31.41
1057837,0.01037,0.94441,-0.32256,31.41
1057838,0.01113,0.94389,-0.32211,31.41
1057839,0.01158,0.94379,-0.32299,31.19
1057840,0.01162,0.94446,-0.32228,31.19
1057842,0.01049,0.94350,-0.32306,31.19
1057843,0.01026,0.94344,-0.32381,31.19
1057844,0.01081,0.94410,-0.32187,31.19
1057845,0.01016,0.94385,-0.32122,31.19
1057846,0.01006,0.94370,-0.32204,31.41
1057849,0.01073,0.94291,-0.32253,31.41
1057852,0.01083,0.94242,-0.32157,31.41
1057854,0.01123,0.94275,-0.32158,31.30
1057855,0.01101,0.94355,-0.32234,31.30
1057857,0.01074,0.94313,-0.32200,31.30
1057858,0.01044,0.94286,-0.32177,31.30
1057859,0.01055,0.94346,-0.32251,31.30
1057860,0.01192,0.94423,-0.32244,31.30
1057861,0.01120,0.94467,-0.32189,31.30
1057863,0.01163,0.94511,-0.32280,31.19
1057864,0.01089,0.94433,-0.32437,31.19
1057865,0.01049,0.94428,-0.32267,31.19
1057868,0.01073,0.94431,-0.32249,31.19
1057869,0.01114,0.94423,-0.32208,31.19
1057870,0.01095,0.94372,-0.32224,31.19
1057871,0.01110,0.94392,-0.32181,31.19
1057872,0.01103,0.94417,-0.32216,31.19
1057873,0.01146,0.94439,-0.32325,31.19
1057875,0.01106,0.94390,-0.32220,31.19
1057876,0.01042,0.94423,-0.32247,31.19
1057877,0.01091,0.94509,-0.32204,31.19
1057878,0.01036,0.94412,-0.32190,31.19
1057879,0.00993,0.94424,-0.32269,31.19
1057881,0.01044,0.94405,-0.32193,31.19
1057882,0.01118,0.94481,-0.32214,31.19
1057883,0.01034,0.94472,-0.32260,31.19
1057884,0.01098,0.94465,-0.32293,31.19
1057885,0.01133,0.94433,-0.32336,31.19
1057886,0.01138,0.94430,-0.32334,31.19
1057888,0.01070,0.94474,-0.32301,31.19
1057889,0.01066,0.94351,-0.32259,31.19
1057890,0.01086,0.94373,-0.32175,31.19
1057891,0.01090,0.94418,-0.32130,31.19
1057892,0.01006,0.94325,-0.32081,31.19
1057893,0.01138,0.94374,-0.32272,31.19
1057895,0.01032,0.94351,-0.32271,31.19
1057896,0.01104,0.94407,-0.32249,31.19
1057897,0.01135,0.94392,-0.32362,31.19
1057900,0.01087,0.94423,-0.32150,31.19
1057901,0.01092,0.94417,-0.32182,31.19
1057902,0.01078,0.94409,-0.32183,31.19
1057904,0.01062,0.94358,-0.32104,31.30
1057905,0.01161,0.94332,-0.32139,31.30
1057906,0.01222,0.94352,-0.32325,31.30
1057907,0.01113,0.94302,-0.32245,31.30
1057908,0.01083,0.94373,-0.32334,31.30
1057909,0.01134,0.94365,-0.32239,31.30
1057911,0.01175,0.94405,-0.32171,31.19
1057912,0.00987,0.94414,-0.32263,31.19
1057913,0.01102,0.94485,-0.32324,31.19
1057914,0.01112,0.94432,-0.32246,31.19
1057915,0.01076,0.94408,-0.32303,31.19
1057917,0.01124,0.94492,-0.32392,31.19
1057919,0.01022,0.94502,-0.32326,31.30
1057920,0.01146,0.94519,-0.32263,31.30
1057921,0.01146,0.94602,-0.32235,31.30
1057922,0.01137,0.94391,-0.32271,31.30
1057924,0.01106,0.94465,-0.32300,31.30
1057925,0.01094,0.94329,-0.32290,31.30
1057926,0.01202,0.94375,-0.32101,31.30
1057927,0.01205,0.94296,-0.32260,31.19
1057928,0.01151,0.94242,-0.32184,31.19
1057930,0.01115,0.94188,-0.32333,31.19
1057931,0.01032,0.94264,-0.32262,31.19
1057932,0.01055,0.94235,-0.32361,31.19
1057934,0.01031,0.94251,-0.32356,31.19
1057935,0.01007,0.94309,-0.32242,31.19
1057936,0.01027,0.94361,-0.32177,31.19
1057937,0.01008,0.94367,-0.32171,31.19
1057938,0.01076,0.94405,-0.32208,31.19
1057940,0.01082,0.94320,-0.32386,31.19
1057941,0.01128,0.94287,-0.32116,31.19
1057942,0.01130,0.94388,-0.32278,31.19
1057943,0.01135,0.94447,-0.32141,31.19
1057944,0.01101,0.94265,-0.32129,31.19
1057947,0.01128,0.94222,-0.32214,31.19
1057992,0.01071,0.94339,-0.32190,31.19
1057994,0.01098,0.94284,-0.32306,31.19
1057995,0.01074,0.94327,-0.32242,31.19
1057996,0.01150,0.94344,-0.32381,31.19
1057997,0.01083,0.94403,-0.32320,31.19
1057999,0.01089,0.94412,-0.32246,31.19
1058000,0.01069,0.94339,-0.32132,31.19
1058001,0.01043,0.94376,-0.32164,31.19
1058002,0.01188,0.94422,-0.32203,31.19
1058003,0.01213,0.94411,-0.32258,31.19
1058005,0.01220,0.94470,-0.32235,31.19
1058006,0.01170,0.94505,-0.32360,31.19
1058007,0.01117,0.94614,-0.32358,31.30
1058008,0.01013,0.94566,-0.32345,31.30
1058009,0.01055,0.94671,-0.32244,31.30
1058010,0.01044,0.94531,-0.32260,31.30
1058012,0.01107,0.94518,-0.32268,31.30
1058013,0.01052,0.94486,-0.32246,31.30
1058014,0.01152,0.94400,-0.32260,31.30
1058015,0.01070,0.94413,-0.32358,31.30
1058016,0.01153,0.94450,-0.32259,31.30
1058017,0.01048,0.94465,-0.32346,31.30
1058019,0.01024,0.94444,-0.32317,31.30
1058020,0.01069,0.94369,-0.32280,31.30
1058021,0.00985,0.94313,-0.32360,31.30
1058022,0.01031,0.94356,-0.32255,31.30
1058023,0.01123,0.94477,-0.32141,31.19
1058025,0.01110,0.94426,-0.32140,31.19
1058026,0.01107,0.94436,-0.32251,31.19
1058027,0.01211,0.94440,-0.32337,31.19
1058028,0.01086,0.94371,-0.32245,31.19
1058029,0.01117,0.94355,-0.32181,31.19
1058030,0.01001,0.94277,-0.32313,31.19
1058032,0.01076,0.94336,-0.32176,31.19
1058033,0.01089,0.94374,-0.32210,31.19
1058034,0.01139,0.94301,-0.32204,31.19
1058037,0.01130,0.94315,-0.32158,31.19
1058039,0.01104,0.94387,-0.32251,31.19
1058040,0.01096,0.94385,-0.32150,31.19
1058041,0.01085,0.94400,-0.32304,31.19
1058042,0.01072,0.94471,-0.32301,31.19
1058043,0.01134,0.94395,-0.32301,31.19
1058045,0.01162,0.94431,-0.32228,31.19
1058047,0.01134,0.94298,-0.32182,31.19
1058048,0.01120,0.94336,-0.32173,31.19
1058049,0.01007,0.94345,-0.32328,31.19
1058050,0.01071,0.94361,-0.32173,31.19
1058052,0.01110,0.94391,-0.32334,31.19
1058053,0.01152,0.94426,-0.32279,31.19
1058054,0.01113,0.94513,-0.32263,31.19
1058055,0.01089,0.94321,-0.32109,31.19
1058056,0.01186,0.94404,-0.32245,31.19
1058058,0.01170,0.94371,-0.32122,31.19
1058059,0.01103,0.94378,-0.32252,31.19
1058060,0.01051,0.94391,-0.32155,31.19
1058061,0.01037,0.94368,-0.32267,31.19
1058062,0.01005,0.94401,-0.32280,31.19
1058064,0.01067,0.94387,-0.32205,30.86
1058065,0.01057,0.94389,-0.32195,30.86
1058066,0.01082,0.94383,-0.32266,30.86
1058067,0.01043,0.94389,-0.32093,30.86
1058068,0.01061,0.94330,-0.32180,30.86
1058070,0.01099,0.94437,-0.32167,30.86
1058071,0.01169,0.94408,-0.32117,31.19
1058072,0.01133,0.94439,-0.32240,31.19
1058073,0.01162,0.94360,-0.32366,31.19
1058074,0.01131,0.94311,-0.32207,31.19
1058076,0.01019,0.94476,-0.32154,31.19
1058077,0.01087,0.94271,-0.32139,31.19
1058078,0.01105,0.94331,-0.32183,31.19
1058079,0.01013,0.94360,-0.32228,31.30
1058080,0.01018,0.94398,-0.32168,31.30
1058081,0.01135,0.94361,-0.32190,31.30
1058084,0.01062,0.94409,-0.32335,31.30
1058150,0.01104,0.94466,-0.32304,31.30
1058151,0.01090,0.94442,-0.32123,31.19
1058153,0.01129,0.94400,-0.32287,31.19
1058154,0.00984,0.94453,-0.32133,31.19
1058156,0.01077,0.94304,-0.32205,31.19
1058157,0.01100,0.94323,-0.32203,31.19
1058158,0.01082,0.94314,-0.32128,31.19
1058159,0.01152,0.94343,-0.32264,31.30
1058161,0.01160,0.94377,-0.32276,31.30
1058162,0.01161,0.94356,-0.32200,31.30
1058163,0.01121,0.94341,-0.32158,31.30
1058164,0.01221,0.94311,-0.32180,31.30
1058165,0.01051,0.94346,-0.32155,31.30
1058167,0.01044,0.94244,-0.32190,31.30
1058168,0.01133,0.94361,-0.32166,31.19
1058169,0.01150,0.94343,-0.32146,31.19
1058170,0.01057,0.94306,-0.32251,31.19
1058171,0.01082,0.94382,-0.32151,31.19
1058172,0.01063,0.94304,-0.32239,31.19
1058174,0.01092,0.94373,-0.32326,31.19
1058175,0.01076,0.94344,-0.32249,31.19
1058176,0.01129,0.94358,-0.32234,31.19
1058177,0.01024,0.94333,-0.32264,31.19
1058178,0.01011,0.94323,-0.32323,31.19
1058180,0.01055,0.94311,-0.32233,31.19
1058181,0.01173,0.94262,-0.32160,31.19
1058182,0.01076,0.94287,-0.32327,31.19
1058183,0.01090,0.94393,-0.32270,31.19
1058184,0.01075,0.94446,-0.32358,31.30
1058185,0.01055,0.94429,-0.32208,31.30
1058187,0.01007,0.94472,-0.32228,31.30
1058188,0.01049,0.94511,-0.32324,31.30
1058189,0.01083,0.94409,-0.32202,31.30
1058190,0.01087,0.94455,-0.32185,31.30
1058191,0.01130,0.94427,-0.32163,31.19
1058192,0.01112,0.94449,-0.32106,31.19
1058195,0.01164,0.94537,-0.32257,31.19
1058197,0.00973,0.94454,-0.32202,31.19
1058198,0.01084,0.94430,-0.32217,31.19
1058200,0.01062,0.94446,-0.32093,31.19
1058202,0.01152,0.94490,-0.32170,31.19
1058203,0.01056,0.94375,-0.32207,31.19
1058204,0.01161,0.94342,-0.32221,31.19
1058205,0.01237,0.94560,-0.32300,31.19
1058206,0.01105,0.94439,-0.32340,31.19
1058208,0.01098,0.94444,-0.32196,31.19
1058209,0.01073,0.94381,-0.32208,31.19
1058210,0.01162,0.94447,-0.32183,31.19
1058211,0.01110,0.94446,-0.32141,31.19
1058212,0.01058,0.94438,-0.32171,31.19
1058214,0.01130,0.94372,-0.32182,31.19
1058215,0.01154,0.94316,-0.32355,31.19
1058216,0.01123,0.94369,-0.32243,31.19
1058217,0.01129,0.94398,-0.32180,31.19
1058218,0.01056,0.94396,-0.32274,31.19
1058220,0.01058,0.94462,-0.32207,31.19
1058221,0.01092,0.94442,-0.32265,31.19
1058222,0.01047,0.94343,-0.32227,31.19
1058223,0.01030,0.94310,-0.32113,31.19
1058224,0.01081,0.94332,-0.32183,31.19
1058226,0.00952,0.94336,-0.32194,31.19
1058227,0.01028,0.94267,-0.32218,31.19
1058228,0.01081,0.94398,-0.32217,31.19
1058229,0.01017,0.94364,-0.32293,31.19
1058230,0.01040,0.94391,-0.32254,31.19
1058232,0.01044,0.94433,-0.32407,31.30
1058233,0.01064,0.94373,-0.32196,31.30
1058234,0.01072,0.94479,-0.32362,31.30
1058235,0.01108,0.94452,-0.32219,31.30
1058236,0.01005,0.94488,-0.32246,31.30
1058238,0.01075,0.94465,-0.32259,31.30
1058240,0.01025,0.94427,-0.32283,31.30
1058241,0.01129,0.94511,-0.32219,31.30
1058244,0.01082,0.94374,-0.32138,31.30
1058280,0.01083,0.94373,-0.32260,31.30
1058281,0.01105,0.94207,-0.32255,31.30
1058282,0.01128,0.94295,-0.32167,31.30
1058283,0.01144,0.94294,-0.32315,31.30
1058284,0.01136,0.94291,-0.32386,31.30
1058286,0.01050,0.94325,-0.32237,31.30
1058287,0.01011,0.94275,-0.32159,31.30
1058288,0.01025,0.94428,-0.32244,31.19
1058289,0.01078,0.94397,-0.32281,31.19
1058290,0.01092,0.94367,-0.32193,31.19
1058292,0.00974,0.94297,-0.32154,31.19
1058293,0.01072,0.94223,-0.32215,31.19
1058294,0.01133,0.94358,-0.32277,31.19
1058295,0.01137,0.94377,-0.32106,31.19
1058296,0.01147,0.94361,-0.32249,31.19
1058297,0.01169,0.94294,-0.32061,31.19
1058299,0.01161,0.94318,-0.32061,31.19
1058300,0.01131,0.94302,-0.32138,31.19
1058301,0.01236,0.94369,-0.32109,31.19
1058302,0.01233,0.94395,-0.32185,31.19
1058303,0.01146,0.94400,-0.32202,31.19
1058304,0.01103,0.94387,-0.32332,31.19
1058306,0.01106,0.94579,-0.32207,31.19
1058307,0.01047,0.94543,-0.32303,31.19
1058308,0.01117,0.94586,-0.32280,31.19
1058309,0.01094,0.94632,-0.32444,31.19
1058310,0.01004,0.94637,-0.32271,31.19
1058312,0.01138,0.94549,-0.32257,31.30
1058313,0.01065,0.94447,-0.32172,31.30
1058314,0.01120,0.94530,-0.32327,31.30
1058315,0.01030,0.94466,-0.32346,31.30
1058316,0.01071,0.94456,-0.32224,31.30
1058317,0.01087,0.94431,-0.32379,31.30
1058319,0.00942,0.94451,-0.32232,31.30
1058320,0.00979,0.94327,-0.32250,31.19
1058321,0.01075,0.94479,-0.32104,31.19
1058323,0.01105,0.94486,-0.32355,31.19
1058325,0.01135,0.94458,-0.32336,31.19
1058326,0.01083,0.94516,-0.32328,31.19
1058327,0.01036,0.94427,-0.32414,31.19
1058328,0.01041,0.94351,-0.32287,31.19
1058330,0.01003,0.94321,-0.32200,31.19
1058331,0.01064,0.94299,-0.32285,31.19
1058332,0.00974,0.94237,-0.32210,31.19
1058333,0.01107,0.94340,-0.32110,31.19
1058334,0.01203,0.94317,-0.32235,31.19
1058336,0.01123,0.94350,-0.32294,31.19
1058337,0.01049,0.94373,-0.32308,31.19
1058338,0.01067,0.94316,-0.32287,31.19
1058339,0.01019,0.94274,-0.32288,31.19
1058340,0.01089,0.94350,-0.32197,31.19
1058342,0.01121,0.94321,-0.32148,31.19
1058343,0.01060,0.94350,-0.32174,31.19
1058344,0.01108,0.94330,-0.32119,31.19
1058345,0.01143,0.94269,-0.32057,31.19
1058347,0.01188,0.94217,-0.32234,31.19
1058348,0.01151,0.94227,-0.32172,31.19
1058349,0.01202,0.94233,-0.32215,31.19
1058350,0.01107,0.94314,-0.32143,31.19
1058351,0.01141,0.94377,-0.32151,31.19
1058353,0.01131,0.94439,-0.32250,31.19
1058354,0.01184,0.94521,-0.32230,31.19
1058355,0.01160,0.94537,-0.32196,31.19
1058356,0.01130,0.94429,-0.32275,31.19
1058357,0.01040,0.94489,-0.32286,31.19
1058359,0.01106,0.94534,-0.32339,31.19
1058360,0.01054,0.94605,-0.32220,31.19
1058361,0.01121,0.94579,-0.32258,31.19
1058362,0.01194,0.94416,-0.32274,31.19
1058363,0.01032,0.94491,-0.32202,31.19
1058365,0.01141,0.94437,-0.32248,31.19
1058366,0.01111,0.94403,-0.32095,31.19
1058367,0.01093,0.94391,-0.32205,31.19
1058370,0.01064,0.94359,-0.32150,31.19
1059977,0.01702,0.94320,-0.32118,31.19
1059978,0.01441,0.94039,-0.32362,31.19
1059980,0.01268,0.94104,-0.32407,31.19
1059981,0.00954,0.93936,-0.32186,31.19
1059982,0.00660,0.94050,-0.32245,31.19
1059983,0.00575,0.94207,-0.32138,31.19
1059985,0.00535,0.94611,-0.32321,31.19
1059987,0.01027,0.94683,-0.32481,31.19
1059988,0.01066,0.95011,-0.32463,31.08
1059989,0.01345,0.95072,-0.32561,31.08
1059990,0.01328,0.95071,-0.32675,31.08
1059991,0.01390,0.94825,-0.32397,31.08
1059992,0.01333,0.94397,-0.32338,31.08
1059994,0.00991,0.94046,-0.32135,31.08
1059995,0.00905,0.93832,-0.31977,31.08
1059996,0.00812,0.93570,-0.31803,31.30
1059997,0.00804,0.93533,-0.31712,31.30
1059998,0.00888,0.93494,-0.31841,31.30
1060000,0.00917,0.93781,-0.31995,31.30
1060001,0.01157,0.94051,-0.31896,31.30
1060002,0.01304,0.94229,-0.32054,31.30
1060003,0.01435,0.94492,-0.32090,31.30
1060004,0.01475,0.94641,-0.32114,31.19
1060005,0.01426,0.94766,-0.32108,31.19
1060007,0.01400,0.94672,-0.32362,31.19
1060008,0.01329,0.94696,-0.32290,31.19
1060009,0.01294,0.94722,-0.32409,31.19
1060010,0.01122,0.94700,-0.32357,31.19
1060011,0.01067,0.94645,-0.32304,31.19
1060012,0.01007,0.94739,-0.32371,31.19
1060014,0.01126,0.94699,-0.32487,31.19
1060015,0.01034,0.94621,-0.32367,31.19
1060016,0.01134,0.94683,-0.32462,31.19
1060017,0.01119,0.94699,-0.32514,31.19
1060018,0.01051,0.94669,-0.32400,31.19
1060019,0.01018,0.94735,-0.32397,31.30
1060023,0.00984,0.94316,-0.32095,31.30
1060049,0.01314,0.94206,-0.31914,31.19
1060051,0.01107,0.94193,-0.31996,31.19
1060052,0.01121,0.94409,-0.32254,31.19
1060053,0.01170,0.94615,-0.32182,31.19
1060054,0.01377,0.94554,-0.32369,31.19
1060055,0.01018,0.94595,-0.32348,31.19
1060057,0.00973,0.94545,-0.32290,31.19
1060058,0.01029,0.94433,-0.32299,31.19
1060059,0.00851,0.94510,-0.32120,31.19
1060060,0.00927,0.94221,-0.32104,31.19
1060061,0.01057,0.94290,-0.32087,31.19
1060062,0.00950,0.94295,-0.32133,31.19
1060064,0.01223,0.94420,-0.32150,31.19
1060065,0.01438,0.94212,-0.32197,31.19
1060066,0.01254,0.94405,-0.32073,31.19
1060067,0.01408,0.94508,-0.32042,31.19
1060068,0.01426,0.94597,-0.32154,31.19
1060069,0.01471,0.94689,-0.32140,31.19
1060071,0.01467,0.94747,-0.32323,31.19
1060072,0.01293,0.94942,-0.32222,31.19
1060073,0.01354,0.94936,-0.32232,31.19
1060074,0.01189,0.94954,-0.32612,31.19
1060075,0.01108,0.95017,-0.32588,31.19
1060076,0.00955,0.94921,-0.32712,31.19
1060078,0.00833,0.95119,-0.32448,31.19
1060079,0.00824,0.94939,-0.32483,31.19
1060080,0.00900,0.94711,-0.32522,31.19
1060081,0.00706,0.94892,-0.32295,31.19
1060082,0.00984,0.94722,-0.32292,31.19
1060084,0.01167,0.94492,-0.32252,31.19
1060085,0.01044,0.94598,-0.32284,31.19
1060086,0.01254,0.94518,-0.32428,31.19
1060087,0.01265,0.94419,-0.32497,31.19
1060088,0.01283,0.94470,-0.32333,31.19
1060090,0.01127,0.94182,-0.32369,31.19
1060091,0.00844,0.94369,-0.32300,31.19
1060094,0.00856,0.94029,-0.32117,31.19
1060114,0.01058,0.94381,-0.32026,31.30
1060115,0.01094,0.94311,-0.32130,31.30
1060116,0.00991,0.94497,-0.32054,31.30
1060117,0.01111,0.94307,-0.32180,31.30
1060118,0.01190,0.94423,-0.32061,31.30
1060119,0.01182,0.94310,-0.32200,31.30
1060121,0.01232,0.94473,-0.32088,31.30
1060122,0.01292,0.94426,-0.32083,31.30
1060123,0.01231,0.94461,-0.32117,31.30
1060124,0.01288,0.94543,-0.32050,31.19
1060126,0.01354,0.94540,-0.32157,31.19
1060127,0.01281,0.94486,-0.32218,31.19
1060128,0.01240,0.94541,-0.32280,31.19
1060129,0.01138,0.94688,-0.32301,31.19
1060130,0.00968,0.94623,-0.32303,31.19
1060131,0.01074,0.94619,-0.32207,31.19
1060133,0.00978,0.94607,-0.32354,31.19
1060134,0.00949,0.94637,-0.32419,31.19
1060135,0.01057,0.94540,-0.32275,31.19
1060136,0.01078,0.94346,-0.32289,31.19
1060138,0.00969,0.94362,-0.32221,31.19
1060140,0.01081,0.94368,-0.32337,31.30
1060142,0.01094,0.94376,-0.32338,31.30
1060143,0.01030,0.94364,-0.32296,31.30
1060144,0.01055,0.94353,-0.32247,31.30
1060145,0.01133,0.94430,-0.32330,31.30
1060146,0.01066,0.94423,-0.32086,31.30
1060148,0.01218,0.94231,-0.32348,31.30
1060149,0.00907,0.94332,-0.32527,31.19
1060150,0.00780,0.94599,-0.32439,31.19
1060151,0.01150,0.94440,-0.32652,31.19
1060152,0.00826,0.94286,-0.32513,31.19
1060154,0.00522,0.94362,-0.32639,31.19
1060155,0.00997,0.94219,-0.32575,31.19
1060156,0.00393,0.94131,-0.32434,31.19
1060157,0.00451,0.94202,-0.32153,31.19
1060158,0.00919,0.93862,-0.32536,31.19
1060160,0.00640,0.94076,-0.32243,31.19
1060161,0.00920,0.94047,-0.32362,31.19
1060162,0.00859,0.94075,-0.32251,31.19
1060163,0.01049,0.94120,-0.32303,31.19
1060164,0.01185,0.94054,-0.32335,31.19
1060166,0.00892,0.94330,-0.31966,31.19
1060167,0.00995,0.94386,-0.32010,31.19
1060168,0.01209,0.94291,-0.32198,31.19
1060169,0.01158,0.94486,-0.32161,31.19
1060170,0.01151,0.94448,-0.32115,31.19
1060172,0.01117,0.94540,-0.32108,31.19
1060173,0.01177,0.94422,-0.32217,31.19
1060174,0.01140,0.94498,-0.32197,31.19
1060175,0.01237,0.94595,-0.32118,31.19
1060176,0.01035,0.94552,-0.32186,31.19
1060178,0.01429,0.94558,-0.31995,31.19
1060179,0.01103,0.94306,-0.32210,31.19
1060180,0.01127,0.94727,-0.32230,31.52
1060181,0.01693,0.94597,-0.32473,31.52
1060182,0.01200,0.94667,-0.32546